produce_type,temperature_c,humidity_pct,storage_area,packaging_material,freshness_pct,remaining_shelf_life_days
Bitter_Gourd,19.7,42.7,pantry,sealed_container,94.8,0.53
Bitter_Gourd,16.5,70.4,pantry,plastic_wrap,79.8,0.3
Bitter_Gourd,18.2,37.5,counter,plastic_wrap,80.6,0.34
Bitter_Gourd,2.9,88.3,fridge,perforated_bag,80.3,10.87
Bitter_Gourd,6.3,85.6,fridge,perforated_bag,80.1,6.5
Bitter_Gourd,26.7,39.6,counter,unpackaged,94.9,0.2
Bitter_Gourd,4.5,85.7,fridge,perforated_bag,82.2,6.79
Bitter_Gourd,4.1,85.3,fridge,sealed_container,68.8,6.07
Bitter_Gourd,2.5,99.7,fridge,unpackaged,85.2,4.71
Bitter_Gourd,16.1,20.0,counter,unpackaged,81.3,0.37
Bitter_Gourd,27.7,31.3,counter,sealed_container,55.9,0.08
Bitter_Gourd,3.2,94.9,fridge,perforated_bag,84.7,8.03
Bitter_Gourd,23.8,41.1,counter,unpackaged,52.7,0.07
Bitter_Gourd,11.7,60.3,counter,sealed_container,59.9,0.42
Bitter_Gourd,4.0,81.5,fridge,plastic_wrap,90.9,5.91
Bitter_Gourd,6.5,99.2,fridge,perforated_bag,82.1,3.25
Bitter_Gourd,20.2,52.1,pantry,unpackaged,83.1,0.25
Bitter_Gourd,5.0,80.8,fridge,sealed_container,74.0,5.01
Bitter_Gourd,3.8,81.9,fridge,sealed_container,67.1,4.06
Bitter_Gourd,4.0,88.6,fridge,plastic_wrap,62.6,6.19
Bitter_Gourd,3.7,88.8,fridge,sealed_container,69.5,7.02
Bitter_Gourd,5.5,82.7,fridge,perforated_bag,75.7,5.74
Bitter_Gourd,17.4,55.9,pantry,sealed_container,87.0,0.42
Bitter_Gourd,2.4,94.8,fridge,plastic_wrap,87.4,8.31
Bitter_Gourd,16.9,55.4,pantry,sealed_container,85.8,0.67
Bitter_Gourd,3.1,91.4,fridge,plastic_wrap,80.5,8.19
Bitter_Gourd,18.7,51.7,pantry,plastic_wrap,77.5,0.39
Bitter_Gourd,3.7,93.2,fridge,sealed_container,80.5,7.78
Bitter_Gourd,2.9,89.0,fridge,plastic_wrap,80.4,10.82
Bitter_Gourd,4.3,95.2,fridge,perforated_bag,79.2,6.74
Bitter_Gourd,23.6,35.0,counter,perforated_bag,67.5,0.16
Bitter_Gourd,4.2,94.0,fridge,perforated_bag,70.3,8.04
Bitter_Gourd,6.6,97.3,fridge,sealed_container,70.9,4.89
Bitter_Gourd,19.9,51.6,pantry,unpackaged,83.6,0.27
Bitter_Gourd,6.6,86.9,fridge,plastic_wrap,75.5,7.11
Bitter_Gourd,24.3,42.6,pantry,perforated_bag,72.3,0.19
Bitter_Gourd,16.5,52.1,pantry,perforated_bag,85.2,0.35
Bitter_Gourd,4.8,97.8,fridge,plastic_wrap,93.9,5.64
Bitter_Gourd,2.2,82.6,fridge,sealed_container,80.4,6.58
Bitter_Gourd,21.3,30.4,counter,perforated_bag,79.3,0.27
Bitter_Gourd,5.0,93.4,fridge,unpackaged,82.8,5.56
Bitter_Gourd,4.7,80.7,fridge,sealed_container,71.7,3.98
Bitter_Gourd,5.1,80.0,fridge,sealed_container,57.2,2.07
Bitter_Gourd,1.8,85.0,fridge,perforated_bag,79.0,9.52
Bitter_Gourd,6.2,90.4,fridge,perforated_bag,94.0,9.63
Bitter_Gourd,28.9,37.8,counter,unpackaged,72.5,0.1
Bitter_Gourd,29.2,47.4,counter,plastic_wrap,79.6,0.14
Bitter_Gourd,6.5,88.4,fridge,sealed_container,83.1,6.85
Bitter_Gourd,20.7,58.2,counter,sealed_container,84.7,0.36
Bitter_Gourd,0.8,98.1,fridge,unpackaged,62.3,4.23
Bitter_Gourd,4.4,93.0,fridge,perforated_bag,65.5,7.65
Bitter_Gourd,6.9,92.5,fridge,perforated_bag,81.5,6.45
Bitter_Gourd,4.0,93.3,fridge,plastic_wrap,88.7,10.01
Bitter_Gourd,6.4,90.2,fridge,unpackaged,96.8,7.66
Bitter_Gourd,4.3,92.8,fridge,plastic_wrap,79.3,7.89
Bitter_Gourd,14.9,52.1,counter,perforated_bag,76.4,0.51
Bitter_Gourd,23.1,53.6,pantry,unpackaged,88.0,0.25
Bitter_Gourd,3.0,84.8,fridge,sealed_container,82.2,7.98
Bitter_Gourd,5.2,85.3,fridge,plastic_wrap,51.8,2.88
Bitter_Gourd,19.9,53.3,pantry,plastic_wrap,81.7,0.25
Bitter_Gourd,23.1,53.1,pantry,perforated_bag,62.1,0.17
Bitter_Gourd,26.3,51.7,counter,plastic_wrap,65.3,0.14
Bitter_Gourd,1.8,87.4,fridge,perforated_bag,82.7,9.57
Bitter_Gourd,15.8,61.1,pantry,plastic_wrap,76.7,0.44
Bitter_Gourd,26.1,40.3,counter,perforated_bag,76.5,0.16
Bitter_Gourd,20.1,56.5,pantry,unpackaged,69.8,0.2
Bitter_Gourd,17.7,49.4,pantry,plastic_wrap,89.6,0.46
Bitter_Gourd,5.3,83.4,fridge,perforated_bag,74.4,5.04
Bitter_Gourd,21.7,64.7,pantry,unpackaged,75.7,0.19
Bitter_Gourd,5.8,88.7,fridge,plastic_wrap,83.0,7.9
Bitter_Gourd,24.5,30.0,counter,plastic_wrap,62.1,0.13
Bitter_Gourd,4.5,88.1,fridge,unpackaged,71.3,6.0
Bitter_Gourd,6.7,87.3,fridge,unpackaged,61.9,3.34
Bitter_Gourd,6.3,94.9,fridge,unpackaged,74.1,4.92
Bitter_Gourd,3.7,89.7,fridge,plastic_wrap,77.5,8.83
Bitter_Gourd,26.4,37.6,counter,unpackaged,64.3,0.09
Bitter_Gourd,19.7,57.2,counter,unpackaged,88.5,0.28
Bitter_Gourd,21.7,42.7,counter,unpackaged,94.1,0.31
Bitter_Gourd,4.8,88.4,fridge,unpackaged,93.3,7.38
Bitter_Gourd,5.1,84.5,fridge,sealed_container,53.7,2.57
Bitter_Gourd,3.4,83.2,fridge,unpackaged,85.3,4.69
Bitter_Gourd,23.7,34.5,counter,perforated_bag,86.2,0.28
Bitter_Gourd,4.9,87.1,fridge,sealed_container,79.5,8.9
Bitter_Gourd,26.2,33.8,counter,perforated_bag,86.1,0.24
Bitter_Gourd,3.0,89.9,fridge,unpackaged,88.4,11.87
Bitter_Gourd,31.4,41.5,counter,unpackaged,65.9,0.07
Bitter_Gourd,2.3,90.3,fridge,unpackaged,97.5,12.07
Bitter_Gourd,3.2,83.2,fridge,perforated_bag,84.7,7.49
Bitter_Gourd,3.5,96.4,fridge,perforated_bag,73.1,7.54
Bitter_Gourd,24.3,59.2,counter,sealed_container,63.4,0.17
Bitter_Gourd,18.4,61.2,pantry,perforated_bag,68.0,0.31
Bitter_Gourd,5.0,80.7,fridge,plastic_wrap,85.1,4.0
Bitter_Gourd,3.6,84.3,fridge,perforated_bag,80.5,6.57
Bitter_Gourd,29.0,45.5,counter,perforated_bag,64.9,0.09
Bitter_Gourd,3.1,93.3,fridge,unpackaged,72.9,5.72
Bitter_Gourd,4.6,83.7,fridge,plastic_wrap,75.6,5.35
Bitter_Gourd,4.1,88.8,fridge,plastic_wrap,70.4,6.37
Bitter_Gourd,3.9,85.8,fridge,unpackaged,93.4,7.23
Bitter_Gourd,20.6,64.6,counter,unpackaged,78.2,0.25
Bitter_Gourd,4.0,81.9,fridge,perforated_bag,76.2,5.08
Bitter_Gourd,16.6,69.6,pantry,unpackaged,82.0,0.44
Bitter_Gourd,22.0,50.5,pantry,perforated_bag,84.7,0.3
Bitter_Gourd,22.5,68.7,counter,perforated_bag,51.6,0.11
Bitter_Gourd,2.5,85.6,fridge,plastic_wrap,67.5,7.14
Bitter_Gourd,20.2,60.6,pantry,unpackaged,60.6,0.18
Bitter_Gourd,4.8,91.1,fridge,perforated_bag,78.4,5.92
Bitter_Gourd,4.3,82.8,fridge,sealed_container,74.0,5.59
Bitter_Gourd,26.7,38.2,counter,plastic_wrap,56.0,0.09
Bitter_Gourd,4.1,85.8,fridge,perforated_bag,70.6,8.03
Bitter_Gourd,22.1,61.1,pantry,perforated_bag,89.0,0.3
Bitter_Gourd,19.7,22.5,counter,plastic_wrap,76.1,0.28
Bitter_Gourd,20.8,45.9,counter,unpackaged,95.6,0.3
Bitter_Gourd,24.8,28.2,counter,sealed_container,49.4,0.06
Bitter_Gourd,21.0,49.6,counter,sealed_container,68.8,0.18
Bitter_Gourd,5.4,84.2,fridge,plastic_wrap,73.8,5.35
Bitter_Gourd,18.1,34.1,counter,unpackaged,91.2,0.27
Bitter_Gourd,12.9,47.9,counter,plastic_wrap,70.7,0.41
Bitter_Gourd,5.4,79.2,fridge,unpackaged,78.6,2.33
Bitter_Gourd,18.9,47.6,counter,sealed_container,57.0,0.22
Bitter_Gourd,24.8,27.6,counter,unpackaged,75.2,0.15
Bitter_Gourd,21.1,61.2,counter,perforated_bag,85.0,0.36
Bitter_Gourd,0.7,93.4,fridge,perforated_bag,75.3,12.53
Bitter_Gourd,22.3,51.3,counter,unpackaged,88.5,0.24
Bitter_Gourd,20.6,67.5,pantry,plastic_wrap,47.4,0.05
Bitter_Gourd,27.1,26.4,counter,unpackaged,53.2,0.06
Bitter_Gourd,3.1,84.8,fridge,unpackaged,56.8,3.28
Bitter_Gourd,2.8,88.6,fridge,plastic_wrap,79.1,8.84
Bitter_Gourd,4.2,91.9,fridge,sealed_container,62.7,5.7
Bitter_Gourd,5.8,91.2,fridge,sealed_container,92.7,10.63
Bitter_Gourd,3.1,92.8,fridge,plastic_wrap,78.6,6.03
Bitter_Gourd,4.5,90.3,fridge,perforated_bag,77.1,8.27
Bitter_Gourd,2.0,87.0,fridge,perforated_bag,98.4,11.5
Bitter_Gourd,3.6,89.1,fridge,sealed_container,88.3,8.8
Bitter_Gourd,13.5,49.5,pantry,unpackaged,75.5,0.45
Bitter_Gourd,1.2,84.0,fridge,unpackaged,71.4,5.43
Bitter_Gourd,2.2,89.5,fridge,unpackaged,79.9,8.72
Bitter_Gourd,3.7,90.2,fridge,perforated_bag,76.9,6.39
Bitter_Gourd,21.3,59.8,pantry,perforated_bag,67.8,0.21
Bitter_Gourd,4.9,96.6,fridge,plastic_wrap,86.2,5.7
Bitter_Gourd,6.3,90.1,fridge,perforated_bag,89.1,9.26
Bitter_Gourd,3.7,83.1,fridge,plastic_wrap,63.3,3.84
Bitter_Gourd,1.9,96.0,fridge,unpackaged,74.5,6.94
Bitter_Gourd,4.4,91.4,fridge,sealed_container,78.4,10.34
Bitter_Gourd,24.7,42.4,counter,perforated_bag,79.5,0.22
Bitter_Gourd,3.1,84.0,fridge,perforated_bag,69.2,5.67
Bitter_Gourd,21.4,48.2,counter,perforated_bag,52.8,0.08
Bitter_Gourd,3.2,90.3,fridge,unpackaged,68.7,6.18
Bitter_Gourd,19.9,68.4,pantry,unpackaged,95.7,0.38
Bitter_Gourd,1.3,93.6,fridge,plastic_wrap,93.7,13.69
Bitter_Gourd,2.2,97.9,fridge,perforated_bag,84.4,7.51
Bitter_Gourd,3.9,81.5,fridge,unpackaged,73.9,3.21
Bitter_Gourd,22.8,57.5,pantry,sealed_container,84.6,0.3
Bitter_Gourd,5.1,87.2,fridge,unpackaged,85.2,8.94
Bitter_Gourd,23.7,40.1,counter,sealed_container,87.3,0.22
Bitter_Gourd,6.0,92.2,fridge,unpackaged,86.6,8.16
Bitter_Gourd,22.9,43.0,counter,sealed_container,84.3,0.29
Bitter_Gourd,1.5,87.1,fridge,perforated_bag,83.1,13.56
Bitter_Gourd,3.4,85.6,fridge,sealed_container,68.6,9.13
Bitter_Gourd,3.4,89.2,fridge,plastic_wrap,87.3,11.64
Bitter_Gourd,20.7,50.5,counter,plastic_wrap,81.4,0.35
Bitter_Gourd,1.2,73.0,fridge,perforated_bag,71.8,1.55
Bitter_Gourd,4.9,85.3,fridge,perforated_bag,69.7,5.85
Bitter_Gourd,2.8,92.5,fridge,unpackaged,79.7,6.94
Bitter_Gourd,5.6,87.3,fridge,sealed_container,65.8,7.78
Bitter_Gourd,28.9,57.4,counter,sealed_container,54.3,0.07
Bitter_Gourd,8.8,81.6,fridge,plastic_wrap,65.1,2.12
Bitter_Gourd,19.1,60.3,pantry,unpackaged,69.0,0.16
Bitter_Gourd,1.7,89.2,fridge,unpackaged,95.1,10.22
Bitter_Gourd,3.3,82.3,fridge,sealed_container,84.5,8.31
Bitter_Gourd,3.1,93.9,fridge,plastic_wrap,83.1,8.18
Bitter_Gourd,14.3,41.4,counter,perforated_bag,74.0,0.46
Bitter_Gourd,2.3,85.2,fridge,sealed_container,73.1,10.04
Bitter_Gourd,21.2,36.3,counter,plastic_wrap,65.3,0.23
Bitter_Gourd,23.6,28.2,counter,sealed_container,62.6,0.18
Bitter_Gourd,22.7,64.4,counter,sealed_container,90.3,0.4
Bitter_Gourd,19.7,41.5,counter,perforated_bag,87.6,0.33
Bitter_Gourd,20.1,57.9,counter,plastic_wrap,76.1,0.28
Bitter_Gourd,18.2,60.7,pantry,sealed_container,64.4,0.2
Bitter_Gourd,5.3,91.1,fridge,unpackaged,66.7,4.06
Bitter_Gourd,4.3,77.8,fridge,unpackaged,92.5,2.69
Bitter_Gourd,4.3,85.3,fridge,plastic_wrap,81.8,7.46
Bitter_Gourd,3.1,90.4,fridge,plastic_wrap,68.7,7.96
Bitter_Gourd,25.0,44.3,counter,plastic_wrap,84.0,0.19
Bitter_Gourd,5.6,87.5,fridge,perforated_bag,58.9,3.64
Bitter_Gourd,21.0,57.7,pantry,sealed_container,50.6,0.11
Bitter_Gourd,19.5,70.8,counter,plastic_wrap,76.3,0.28
Bitter_Gourd,22.2,26.4,counter,sealed_container,86.2,0.3
Bitter_Gourd,19.2,38.1,counter,plastic_wrap,80.1,0.28
Bitter_Gourd,2.7,90.8,fridge,sealed_container,72.3,9.57
Bitter_Gourd,2.0,92.3,fridge,sealed_container,90.8,14.22
Bitter_Gourd,4.7,83.3,fridge,perforated_bag,79.6,6.89
Bitter_Gourd,13.0,52.8,counter,perforated_bag,83.6,0.8
Bitter_Gourd,5.5,88.8,fridge,perforated_bag,84.5,7.39
Bitter_Gourd,22.0,53.1,pantry,plastic_wrap,75.1,0.3
Bitter_Gourd,4.4,90.8,fridge,sealed_container,94.4,9.96
Bitter_Gourd,5.9,89.4,fridge,sealed_container,46.6,1.31
Bitter_Gourd,2.9,92.6,fridge,plastic_wrap,88.4,11.38
Bitter_Gourd,1.8,91.0,fridge,plastic_wrap,66.5,10.1
Bitter_Gourd,22.4,36.1,counter,sealed_container,74.4,0.25
Bitter_Gourd,28.1,31.8,counter,unpackaged,80.6,0.12
Bitter_Gourd,19.9,53.3,pantry,perforated_bag,67.6,0.28
Bitter_Gourd,23.2,53.0,pantry,unpackaged,75.1,0.18
Bitter_Gourd,22.4,51.2,counter,unpackaged,67.4,0.18
Bitter_Gourd,27.4,45.7,counter,sealed_container,95.8,0.18
Bitter_Gourd,1.9,81.1,fridge,unpackaged,80.6,4.97
Bitter_Gourd,22.5,37.8,counter,perforated_bag,60.0,0.12
Bitter_Gourd,3.7,98.2,fridge,plastic_wrap,54.9,2.73
Bitter_Gourd,3.2,84.3,fridge,unpackaged,65.9,3.58
Bitter_Gourd,12.4,61.0,pantry,sealed_container,52.6,0.27
Bitter_Gourd,19.6,39.3,counter,perforated_bag,68.9,0.29
Bitter_Gourd,19.9,66.2,pantry,plastic_wrap,80.8,0.23
Bitter_Gourd,1.6,88.1,fridge,sealed_container,84.5,16.81
Bitter_Gourd,17.4,55.8,counter,perforated_bag,84.2,0.52
Bitter_Gourd,3.2,89.7,fridge,unpackaged,88.0,9.13
Bitter_Gourd,5.1,89.0,fridge,sealed_container,86.2,7.94
Bitter_Gourd,4.1,85.9,fridge,perforated_bag,81.5,10.57
Bitter_Gourd,4.5,86.0,fridge,plastic_wrap,59.3,4.09
Bitter_Gourd,5.0,87.0,fridge,unpackaged,95.3,10.47
Bitter_Gourd,6.1,83.3,fridge,perforated_bag,74.3,5.37
Bitter_Gourd,6.4,88.4,fridge,plastic_wrap,83.9,8.04
Bitter_Gourd,3.8,96.6,fridge,perforated_bag,84.0,8.13
Bitter_Gourd,2.4,89.1,fridge,perforated_bag,80.5,11.56
Bitter_Gourd,3.9,87.7,fridge,perforated_bag,78.5,8.41
Bitter_Gourd,3.0,100.0,fridge,plastic_wrap,87.2,4.52
Bitter_Gourd,18.7,50.1,counter,perforated_bag,91.1,0.46
Bitter_Gourd,19.3,67.2,pantry,sealed_container,52.0,0.1
Bitter_Gourd,2.8,87.1,fridge,unpackaged,73.6,7.35
Bitter_Gourd,4.2,81.9,fridge,perforated_bag,95.3,7.53
Bitter_Gourd,24.7,47.3,pantry,plastic_wrap,88.9,0.18
Bitter_Gourd,3.3,83.3,fridge,sealed_container,71.9,7.44
Bitter_Gourd,4.2,90.6,fridge,sealed_container,63.9,7.31
Bitter_Gourd,22.5,38.7,pantry,perforated_bag,81.6,0.28
Bitter_Gourd,3.3,88.6,fridge,sealed_container,83.3,7.96
Bitter_Gourd,4.5,73.5,fridge,plastic_wrap,93.2,1.74
Bitter_Gourd,5.3,89.1,fridge,plastic_wrap,55.7,3.49
Bitter_Gourd,3.1,94.3,fridge,unpackaged,66.0,4.84
Bitter_Gourd,4.3,83.2,fridge,perforated_bag,73.4,6.1
Bitter_Gourd,21.5,50.1,counter,perforated_bag,92.6,0.42
Bitter_Gourd,22.1,41.2,pantry,sealed_container,63.6,0.25
Bitter_Gourd,19.8,69.1,pantry,sealed_container,85.6,0.35
Bitter_Gourd,5.8,82.0,fridge,plastic_wrap,74.4,3.96
Bitter_Gourd,4.9,90.3,fridge,plastic_wrap,72.7,8.96
Bitter_Gourd,4.1,81.5,fridge,sealed_container,75.2,5.06
Bitter_Gourd,4.0,96.9,fridge,sealed_container,74.4,5.18
Bitter_Gourd,3.9,79.4,fridge,perforated_bag,84.0,4.86
Bitter_Gourd,2.8,87.4,fridge,plastic_wrap,53.3,3.35
Bitter_Gourd,3.3,90.7,fridge,plastic_wrap,89.7,8.58
Bitter_Gourd,4.4,92.6,fridge,sealed_container,92.9,13.69
Bitter_Gourd,5.9,94.6,fridge,unpackaged,87.2,5.44
Bitter_Gourd,3.7,81.5,fridge,perforated_bag,66.6,4.49
Bitter_Gourd,26.7,50.5,counter,perforated_bag,85.2,0.21
Bitter_Gourd,4.7,92.9,fridge,perforated_bag,78.5,8.02
Bitter_Gourd,4.7,91.2,fridge,sealed_container,91.1,10.99
Bitter_Gourd,28.4,49.2,counter,perforated_bag,83.5,0.12
Bitter_Gourd,26.0,42.6,counter,sealed_container,91.0,0.3
Bitter_Gourd,5.1,98.9,fridge,sealed_container,85.8,4.54
Bitter_Gourd,3.4,84.6,fridge,unpackaged,66.3,4.4
Bitter_Gourd,21.5,42.6,pantry,unpackaged,75.0,0.2
Bitter_Gourd,4.3,79.9,fridge,sealed_container,71.2,4.04
Bitter_Gourd,2.2,96.8,fridge,perforated_bag,80.3,8.07
Bitter_Gourd,6.6,90.8,fridge,plastic_wrap,56.6,3.99
Bitter_Gourd,4.2,81.5,fridge,sealed_container,78.3,5.83
Bitter_Gourd,4.7,83.9,fridge,sealed_container,88.0,7.69
Bitter_Gourd,20.2,45.8,pantry,sealed_container,78.2,0.33
Bitter_Gourd,2.5,81.6,fridge,perforated_bag,93.2,6.33
Bitter_Gourd,5.3,90.6,fridge,unpackaged,83.0,6.12
Bitter_Gourd,5.4,85.9,fridge,sealed_container,67.7,4.78
Bitter_Gourd,4.2,90.3,fridge,plastic_wrap,82.7,9.08
Bitter_Gourd,19.1,50.7,pantry,sealed_container,92.8,0.49
Bitter_Gourd,16.5,45.0,pantry,plastic_wrap,89.4,0.49
Bitter_Gourd,4.3,82.3,fridge,plastic_wrap,59.1,3.08
Bitter_Gourd,23.3,38.7,counter,plastic_wrap,90.6,0.27
Bitter_Gourd,2.9,89.0,fridge,sealed_container,83.1,9.06
Bitter_Gourd,19.9,56.3,pantry,unpackaged,78.9,0.31
Bitter_Gourd,3.5,91.3,fridge,perforated_bag,52.5,4.1
Bitter_Gourd,4.9,93.7,fridge,unpackaged,87.5,6.74
Bitter_Gourd,4.6,90.0,fridge,plastic_wrap,86.3,8.62
Bitter_Gourd,26.9,55.1,counter,unpackaged,66.3,0.09
Bitter_Gourd,3.7,95.8,fridge,perforated_bag,79.0,7.51
Bitter_Gourd,20.5,44.1,counter,sealed_container,86.5,0.35
Bitter_Gourd,3.1,90.8,fridge,unpackaged,80.4,6.5
Bitter_Gourd,18.3,52.5,counter,plastic_wrap,78.2,0.27
Bitter_Gourd,5.4,84.0,fridge,perforated_bag,63.9,4.53
Bitter_Gourd,0.3,98.1,fridge,perforated_bag,75.2,7.08
Bitter_Gourd,26.7,38.2,counter,sealed_container,85.6,0.2
Bitter_Gourd,20.7,47.3,pantry,sealed_container,85.3,0.47
Bitter_Gourd,6.4,94.4,fridge,sealed_container,68.8,6.46
Bitter_Gourd,1.7,95.5,fridge,sealed_container,78.3,7.89
Bitter_Gourd,1.3,92.7,fridge,plastic_wrap,81.6,11.31
Bitter_Gourd,15.7,57.4,pantry,sealed_container,83.6,0.45
Bitter_Gourd,0.4,77.1,fridge,unpackaged,89.5,4.31
Bitter_Gourd,2.8,86.5,fridge,sealed_container,84.1,11.54
Bitter_Gourd,18.3,49.7,pantry,plastic_wrap,74.7,0.27
Bitter_Gourd,3.3,88.6,fridge,plastic_wrap,63.6,6.96
Bitter_Gourd,3.3,88.1,fridge,perforated_bag,88.8,7.98
Bitter_Gourd,6.2,84.1,fridge,sealed_container,79.0,6.41
Bitter_Gourd,25.8,60.9,counter,perforated_bag,86.3,0.19
Bitter_Gourd,16.5,59.8,pantry,sealed_container,55.6,0.25
Bitter_Gourd,27.1,39.3,counter,perforated_bag,67.1,0.12
Bitter_Gourd,4.3,91.7,fridge,perforated_bag,57.4,5.41
Bitter_Gourd,22.4,61.9,pantry,perforated_bag,64.8,0.16
Bitter_Gourd,22.8,56.2,counter,perforated_bag,72.5,0.23
Bitter_Gourd,3.4,89.2,fridge,perforated_bag,89.4,11.4
Bitter_Gourd,4.1,88.6,fridge,plastic_wrap,77.5,8.22
Bitter_Gourd,2.9,87.1,fridge,unpackaged,70.0,7.12
Bitter_Gourd,2.3,92.9,fridge,sealed_container,83.8,14.28
Bitter_Gourd,4.4,91.5,fridge,plastic_wrap,93.5,12.2
Bitter_Gourd,2.0,98.0,fridge,unpackaged,77.9,4.45
Bitter_Gourd,3.6,89.6,fridge,unpackaged,97.5,9.23
Bitter_Gourd,4.6,85.3,fridge,plastic_wrap,81.2,6.84
Bitter_Gourd,4.9,84.1,fridge,perforated_bag,65.0,4.64
Bitter_Gourd,21.2,49.9,pantry,sealed_container,84.1,0.35
Bitter_Gourd,20.6,75.4,pantry,sealed_container,68.3,0.33
Bitter_Gourd,20.3,56.9,pantry,unpackaged,78.4,0.29
Bitter_Gourd,3.5,84.7,fridge,sealed_container,77.8,8.57
Bitter_Gourd,4.7,91.4,fridge,plastic_wrap,79.8,9.19
Bitter_Gourd,6.2,92.0,fridge,plastic_wrap,61.8,4.45
Bitter_Gourd,1.8,82.4,fridge,plastic_wrap,86.7,5.86
Bitter_Gourd,3.5,82.1,fridge,unpackaged,56.1,2.27
Bitter_Gourd,5.4,78.5,fridge,sealed_container,85.7,3.56
Bitter_Gourd,21.8,34.0,counter,perforated_bag,61.6,0.16
Bitter_Gourd,3.5,87.7,fridge,perforated_bag,86.0,11.37
Bitter_Gourd,5.1,89.4,fridge,plastic_wrap,82.5,8.32
Bitter_Gourd,21.0,75.3,pantry,sealed_container,74.7,0.4
Bitter_Gourd,23.0,56.4,counter,perforated_bag,84.9,0.24
Bitter_Gourd,26.5,56.0,pantry,sealed_container,69.4,0.16
Bitter_Gourd,5.4,94.8,fridge,unpackaged,60.0,3.07
Bitter_Gourd,19.6,50.1,pantry,unpackaged,96.4,0.32
Bitter_Gourd,2.2,83.5,fridge,sealed_container,83.7,9.29
Bitter_Gourd,17.9,44.3,pantry,unpackaged,89.5,0.31
Bitter_Gourd,4.6,79.0,fridge,sealed_container,68.6,3.62
Bitter_Gourd,1.3,89.5,fridge,plastic_wrap,87.8,12.4
Bitter_Gourd,26.4,36.4,counter,plastic_wrap,80.1,0.12
Bitter_Gourd,2.8,88.4,fridge,plastic_wrap,64.8,6.46
Bitter_Gourd,4.8,88.7,fridge,plastic_wrap,79.8,8.43
Bitter_Gourd,18.3,54.4,pantry,sealed_container,97.5,0.67
Bitter_Gourd,22.6,33.6,counter,sealed_container,89.4,0.3
Bitter_Gourd,18.9,56.0,pantry,unpackaged,82.5,0.21
Bitter_Gourd,24.1,57.5,counter,plastic_wrap,94.0,0.25
Bitter_Gourd,19.6,54.2,counter,perforated_bag,80.3,0.33
Bitter_Gourd,4.3,95.5,fridge,unpackaged,64.6,4.67
Bitter_Gourd,4.3,89.1,fridge,sealed_container,86.5,9.73
Bitter_Gourd,30.9,38.0,counter,perforated_bag,95.6,0.16
Bitter_Gourd,3.8,90.8,fridge,plastic_wrap,65.1,6.11
Bitter_Gourd,24.1,30.2,counter,perforated_bag,66.7,0.17
Bitter_Gourd,17.8,52.6,counter,perforated_bag,59.1,0.24
Bitter_Gourd,4.9,91.0,fridge,plastic_wrap,89.8,9.14
Bitter_Gourd,21.6,50.9,pantry,sealed_container,84.0,0.33
Bitter_Gourd,23.4,53.8,pantry,sealed_container,52.4,0.07
Bitter_Gourd,2.0,89.1,fridge,perforated_bag,86.6,15.26
Bitter_Gourd,26.8,57.3,pantry,unpackaged,61.2,0.08
Bitter_Gourd,4.9,83.3,fridge,unpackaged,91.0,5.41
Bitter_Gourd,5.0,93.8,fridge,unpackaged,74.9,6.6
Bitter_Gourd,1.9,81.9,fridge,plastic_wrap,82.0,5.96
Bitter_Gourd,3.7,90.9,fridge,perforated_bag,67.0,6.62
Bitter_Gourd,18.3,66.8,pantry,plastic_wrap,72.5,0.36
Bitter_Gourd,6.1,95.0,fridge,unpackaged,73.9,3.51
Carrot,21.2,51.8,pantry,perforated_bag,87.5,0.56
Carrot,4.5,82.1,fridge,sealed_container,92.6,7.16
Carrot,3.8,86.7,fridge,plastic_wrap,55.8,5.2
Carrot,4.8,90.2,fridge,perforated_bag,78.2,8.14
Carrot,20.9,20.0,counter,unpackaged,82.8,0.35
Carrot,14.5,55.0,pantry,perforated_bag,84.4,0.73
Carrot,3.3,88.3,fridge,plastic_wrap,91.5,11.11
Carrot,24.2,58.1,counter,plastic_wrap,56.2,0.17
Carrot,4.7,88.7,fridge,perforated_bag,82.1,9.87
Carrot,3.7,80.5,fridge,perforated_bag,81.2,3.61
Carrot,2.3,89.5,fridge,unpackaged,90.1,13.32
Carrot,0.0,86.4,fridge,plastic_wrap,92.6,18.29
Carrot,2.0,86.3,fridge,perforated_bag,68.3,9.67
Carrot,4.2,94.9,fridge,sealed_container,61.1,10.04
Carrot,19.0,62.7,pantry,sealed_container,90.5,0.61
Carrot,30.7,36.0,counter,perforated_bag,74.4,0.16
Carrot,21.9,67.6,counter,perforated_bag,77.7,0.47
Carrot,3.9,81.7,fridge,sealed_container,52.1,1.78
Carrot,4.6,86.6,fridge,unpackaged,76.9,5.5
Carrot,26.8,23.6,counter,sealed_container,54.9,0.09
Carrot,2.3,95.2,fridge,unpackaged,57.0,6.48
Carrot,1.7,90.6,fridge,plastic_wrap,59.0,6.45
Carrot,27.2,60.5,counter,plastic_wrap,82.4,0.16
Carrot,6.2,94.2,fridge,sealed_container,91.7,11.45
Carrot,25.8,40.8,pantry,plastic_wrap,81.2,0.24
Carrot,6.3,90.3,fridge,plastic_wrap,83.2,7.74
Carrot,19.9,69.0,pantry,plastic_wrap,53.2,0.16
Carrot,6.2,78.6,fridge,perforated_bag,66.4,2.03
